Ticket_No,Title,Description,Category,Priority,Department,Status,Resolution_Time_Hours,Arising_Date,Closing_Date,Sentiment_Label,Is_Resolved,Resolution_Speed,SLA_Status,Month,Year,Quarter,Weekday,Priority_Score,Description_Length,Word_Count
1352245063,Support Needed for Data Analytics Tools,Request for an update on data analytics tools used for optimizing investment strategies. Current tools are outdated and lack integration with the current product suite. I ... ted soon would be greatly appreciated. Please,Change,Low,Product Support,Resolved,117.0,2023-09-05 05:50:12,2023-09-10 02:50:12,Neutral,True,Slow,Breached,September,2023,3,Tuesday,1,220,34
1352245064,Concerns Regarding Data Security in Hospital System,"Our hospital's system is facing data security challenges, possibly linked to a recent Malwarebytes update. Despite conducting comprehensive scans and updating security me ... safety of our system and patient information.",Problem,Medium,Technical Support,Closed,47.0,2025-01-07 09:08:44,2025-01-09 08:08:44,Neutral,True,Medium,Within SLA,January,2025,1,Tuesday,2,220,31
1352245065,Assistance with Data Analytics Platform,"A financial organization faced delays in data processing on their analytics platform, which affected investment decision-making. The problem might be related to conflicts ... d updating Malwarebytes, the issue continued.",Incident,High,Technical Support,Closed,45.0,2024-11-30 03:49:00,2024-12-02 00:49:00,Frustrated,True,Medium,Within SLA,November,2024,4,Saturday,3,220,30
1352245066,Investment Analysis Dashboard Problem,"Please find below a brief description of the issue: The investment analysis dashboard has not loaded, which may be related to a data analytics tool integration problem. A ... ful for your help in addressing this problem.",Incident,Medium,Returns and Exchanges,Pending,0.0,2024-02-07 15:21:40,,Satisfied,False,Unresolved,Within SLA,February,2024,1,Wednesday,2,220,37
1352245067,Investment Forecasting Problem,The investment optimization model is generating inaccurate forecasts due to recent data integration issues.,Incident,Medium,Product Support,Closed,120.0,2024-01-20 01:45:55,2024-01-25 01:45:55,Frustrated,True,Slow,Breached,January,2024,1,Saturday,2,107,14
1352245068,Boost Brand Expansion Strategies,Seeking to understand digital strategies that can enhance brand expansion. Would greatly appreciate detailed information on types of strategies that have been successful ... much appreciated. Thanks for your assistance.,Request,Medium,Billing and Payments,Resolved,144.0,2025-09-17 13:44:29,2025-09-23 13:44:29,Urgent,True,Slow,Breached,September,2025,3,Wednesday,2,219,30
1352245069,Problems After Recent Software Updates,Recently encountered technical glitches across various devices. Potential issues arose due to the latest updates.,Problem,High,IT Support,Resolved,129.0,2024-03-06 18:54:59,2024-03-12 03:54:59,Satisfied,True,Slow,Breached,March,2024,1,Wednesday,3,113,15
1352245070,Problem with Digital Campaign Measurement,The metrics for the digital campaign are not functioning accurately. There could be an issue with the integration between the system and QuickBooks Online. I have already ... he API connectivity and data synchronization.,Incident,Low,Sales and Pre-Sales,Closed,157.0,2025-03-20 19:27:56,2025-03-27 08:27:56,Satisfied,True,Slow,Breached,March,2025,1,Thursday,1,220,34
1352245071,,"Dear Customer Support, I am contacting you to request an enhancement in our digital marketing strategies to boost our brand visibility and engagement, particularly for ou ... to reach a wider audience and increase sales.",Change,Medium,Sales and Pre-Sales,Closed,40.0,2025-01-22 19:05:10,2025-01-24 11:05:10,Frustrated,True,Medium,Within SLA,January,2025,1,Wednesday,2,220,35
1352245072,Data Analytics Tools,Can you supply information on data analytics tools?,Request,Medium,Technical Support,Closed,137.0,2025-08-31 14:52:31,2025-09-06 07:52:31,Urgent,True,Slow,Breached,August,2025,3,Sunday,2,51,8
1352245073,Urgent Review Required for Inaccurate Investment Predictions,"Hello Customer Support, I am contacting you because the investment predictions we received are not accurate, which concerns me. I suspect this might be due to outdated mo ... s feature. Thank you for your help with this.",Problem,Medium,IT Support,Closed,114.0,2024-01-07 15:43:56,2024-01-12 09:43:56,Neutral,True,Slow,Breached,January,2024,1,Sunday,2,220,38
1352245074,Security Measures for Medical Data Protection in Steinberg Cubase 11,"Hello, I would like to know the suggested security procedures for ensuring that medical data remains confidential while being managed in Steinberg Cubase 11. Would you be ... ing sensitive information within the program?",Request,Medium,Billing and Payments,In Progress,0.0,2024-03-02 13:44:05,,Neutral,False,Unresolved,Within SLA,March,2024,1,Saturday,2,220,34
1352245075,Challenge with Integration Compatibility,"Dear Customer Support,\n\nWe recently encountered integration issues with our project management SaaS, particularly with products like Jenkins and Elasticsearch. These is ... mpt assistance.\n\nBest regards,\n[Your Name]",Problem,Medium,Product Support,Closed,156.0,2024-11-14 07:38:20,2024-11-20 19:38:20,Satisfied,True,Slow,Breached,November,2024,4,Thursday,2,220,26
1352245076,Report on Unplanned Downtime,There was an unexpected period without service which might be related to excessive demand on PostgreSQL. Restarting the Django server did not solve the problem. Additional examination is needed.,Incident,High,Technical Support,In Progress,0.0,2023-05-01 08:47:19,,Neutral,False,Unresolved,Within SLA,May,2023,2,Monday,3,194,29
1352245077,Improve Financial Data Analysis Tools,"Requesting enhancements to data analytics tools to improve investment optimization, performance tracking, and financial operations for better decision-making.",Change,Medium,Returns and Exchanges,Closed,156.0,2024-03-19 20:43:03,2024-03-26 08:43:03,Satisfied,True,Slow,Breached,March,2024,1,Tuesday,2,158,18
1352245078,Support Query for Adobe Sign Issue,A marketing agency is facing difficulties with Adobe Sign's client signature processing. It might be due to recent software updates that are conflicting with their existi ... f there is any additional information needed.,Incident,Medium,Product Support,Closed,47.0,2023-12-31 06:33:15,2024-01-02 05:33:15,Neutral,True,Medium,Within SLA,December,2023,4,Sunday,2,220,34
1352245079,Enhancement of Investment Strategies via Data Analytics,Seeking assistance in evaluating and optimizing investment strategies through the use of data analytics tools. We aim to identify areas for improvement across various pro ... ake data-driven decisions to enhance revenue.,Change,Medium,Customer Service,Closed,67.0,2024-02-27 02:16:24,2024-02-29 21:16:24,Urgent,True,Medium,Within SLA,February,2024,1,Tuesday,2,220,32
1352245080,Securing Medical Data in Hospitals,Please provide details on medical data security solutions.,Request,High,Customer Service,Closed,72.0,2024-06-05 17:18:13,2024-06-08 17:18:13,Frustrated,True,Medium,Within SLA,June,2024,2,Wednesday,3,58,8
1352245081,Improving Brand Visibility Online Efficiently,"Customer Support, we are seeking to enhance our brand's online visibility using Squarespace. We aim to expand our online presence and would greatly appreciate any insight ... and we look forward to hearing from you soon.",Request,Medium,Customer Service,Closed,167.0,2024-05-11 15:38:11,2024-05-18 14:38:11,Neutral,True,Slow,Breached,May,2024,2,Saturday,2,220,36
1352245082,Concern about Recent Deployment's Access Problems,A critical bug in the latest deployment has led to intermittent access issues for users. It might have resulted from recent code updates. After rebooting the servers and ... vestigation is needed to resolve the problem.,Incident,High,IT Support,Closed,114.0,2025-04-19 02:20:04,2025-04-23 20:20:04,Satisfied,True,Slow,Breached,April,2025,2,Saturday,3,219,36
1352245083,,"Customer Support, seeking assistance in securing Kubernetes for medical data compliance in hospital environments. Hospitals manage sensitive patient data, necessitating s ... Could you provide resources or documentation?",Request,High,Technical Support,In Progress,0.0,2023-05-06 04:09:10,,Neutral,False,Unresolved,Within SLA,May,2023,2,Saturday,3,220,28
1352245084,GitLab Assistance,"Customer Support: We are seeking guidance on integrating GitLab with Express.js version 4.17 to enhance our digital marketing workflows. Currently, we utilize GitLab for ... support and guidance would be greatly valued.",Request,High,IT Support,Closed,10.0,2023-08-03 22:57:32,2023-08-04 08:57:32,Satisfied,True,Fast,Within SLA,August,2023,3,Thursday,3,219,32
1352245085,Unexpected Data Analytics Platform Crash Disrupting Investment Optimization,"The data analytics platform experienced an unexpected failure, which interrupted the investment optimization process. The incident was likely triggered by recent software ... d identifying the cause would be appreciated.",Incident,High,IT Support,Closed,102.0,2023-08-23 07:22:28,2023-08-27 13:22:28,Satisfied,True,Slow,Breached,August,2023,3,Wednesday,3,220,30
1352245086,Securing Medical Data on Express Wi-Fi,I am seeking best practices for safeguarding medical data when using Express.js with a Netgear Nighthawk Mesh Wi-Fi 6 System. Could you offer guidance on maintaining the ... t can be implemented to protect medical data.,Request,High,Service Outages and Maintenance,Closed,5.0,2023-12-26 06:03:10,2023-12-26 11:03:10,Urgent,True,Fast,Within SLA,December,2023,4,Tuesday,3,219,36
1352245087,Improving Investment Portfolio Strategies,I am seeking details on data analytics tools that can enhance investment portfolio optimization. Could you share some relevant information?,Request,High,Customer Service,In Progress,0.0,2024-08-18 00:35:26,,Urgent,False,Unresolved,Within SLA,August,2024,3,Sunday,3,139,20
1352245088,Multiple Tool Performance Issues Due to System Slowdowns,"The organization has encountered system performance issues impacting macOS, VPN, SAP, and analytics platforms, potentially caused by network congestion. Initial troublesh ... to implement measures to prevent recurrence.",Incident,High,IT Support,Closed,3.0,2025-12-14 00:19:27,2025-12-14 03:19:27,Urgent,True,Fast,Within SLA,December,2025,4,Sunday,3,219,28
1352245089,Security Protocols for Medical Data in Hospital IT Systems,Could you provide information on the security protocols that are recommended for protecting medical data in hospital IT systems? This is necessary for my project.,Request,Low,Sales and Pre-Sales,Resolved,43.0,2023-08-26 08:59:35,2023-08-28 03:59:35,Neutral,True,Medium,Within SLA,August,2023,3,Saturday,1,162,25
1352245090,New Request for Dashboard Layout Enhancement,"Requesting improvements to the user dashboard layout within our project management SaaS platform. The current layout, while functional, is confusing for new users and lac ... g curve for new users. This enhancement would",Change,Low,Product Support,Closed,33.0,2023-11-29 08:44:29,2023-11-30 17:44:29,Urgent,True,Medium,Within SLA,November,2023,4,Wednesday,1,220,34
1352245091,Encountered Billing Discrepancies in SaaS,"Faced billing discrepancies in SaaS, with recent overcharges. These issues might be linked to recent system updates or payment gateway problems. After recalculating invoi ... ent configurations, the issues still persist.",Incident,Medium,Billing and Payments,Pending,0.0,2023-04-10 18:37:30,,Urgent,False,Unresolved,Within SLA,April,2023,2,Monday,2,220,31
